name,Food Group,Fat (g),Protein (g),Carbohydrate (g),Serving Weight 1 (g)
Macaroni With Tuna Puerto Rican Style,Prepared Meals,4.74,7.76,18.09,225.0
Macaroni Or Noodles With Cheese,Prepared Meals,10.26,8.58,23.16,230.0
Macaroni Or Noodles With Cheese Made From Packaged Mix,Prepared Meals,7.87,4.63,22.14,230.0
Macaroni Or Noodles With Cheese Easy Mac Type,Prepared Meals,1.86,3.26,20.1,230.0
Macaroni Or Noodles With Cheese Made From Reduced Fat Packaged Mix,Prepared Meals,4.73,4.56,17.27,230.0
Macaroni Or Noodles With Cheese And Tuna,Prepared Meals,6.66,7.67,18.19,230.0
Macaroni Or Noodles With Cheese And Meat,Prepared Meals,11.05,11.78,15.12,230.0
Macaroni Or Noodles With Cheese And Meat Prepared From Hamburger Helper Mix,Prepared Meals,7.55,8.22,10.28,230.0
Macaroni Or Noodles With Cheese And Tomato,Prepared Meals,6.4,3.93,18.71,230.0
Macaroni Or Noodles With Cheese And Frankfurters Or Hot Dogs,Prepared Meals,12.43,6.28,18.74,230.0
Macaroni Or Noodles With Cheese And Egg,Prepared Meals,9.62,6.2,18.96,230.0
Macaroni Or Noodles With Cheese And Chicken Or Turkey,Prepared Meals,7.5,12.52,14.81,230.0
Pasta With Tomato-Based Sauce Cheese And Meat,Prepared Meals,7.28,8.13,12.6,86.0
Pasta With Tomato-Based Sauce And Cheese,Prepared Meals,4.83,3.72,14.63,250.0
Pasta With Vegetables No Sauce Or Dressing,Prepared Meals,3.48,4.44,23.22,150.0
Pasta Meat-Filled With Gravy Canned,Prepared Meals,3.08,4.8,20.42,250.0
Pasta With Sauce Nfs,Prepared Meals,2.63,5.86,18.91,250.0
Pasta With Sauce Meatless School Lunch,Prepared Meals,1.6,3.78,19.44,250.0
Pasta With Tomato-Based Sauce Restaurant,Prepared Meals,8.03,3.4,18.14,250.0
Pasta With Tomato-Based Sauce Home Recipe,Prepared Meals,1.26,3.68,19.58,250.0
Pasta With Tomato-Based Sauce Ready-To-Heat,Prepared Meals,3.04,3.6,19.15,250.0
Pasta With Tomato-Based Sauce And Added Vegetables Restaurant,Prepared Meals,7.89,3.4,17.88,250.0
Pasta With Tomato-Based Sauce And Added Vegetables Home Recipe,Prepared Meals,1.11,3.68,19.3,250.0
Pasta With Tomato-Based Sauce And Added Vegetables Ready-To-Heat,Prepared Meals,2.9,3.6,18.89,250.0
Pasta With Sauce And Meat From School Lunch,Prepared Meals,3.12,5.95,17.5,250.0
Pasta With Tomato-Based Sauce And Meat Restaurant,Prepared Meals,9.3,5.42,17.51,250.0
Pasta With Tomato-Based Sauce And Meat Home Recipe,Prepared Meals,2.63,5.86,18.91,250.0
Pasta With Tomato-Based Sauce And Meat Ready-To-Heat,Prepared Meals,4.38,5.73,18.5,250.0
Pasta With Tomato-Based Sauce Meat And Added Vegetables Restaurant,Prepared Meals,9.19,5.42,17.31,250.0
Pasta With Tomato-Based Sauce Meat And Added Vegetables Home Recipe,Prepared Meals,2.51,5.86,18.68,250.0
Pasta With Tomato-Based Sauce Meat And Added Vegetables Ready-To-Heat,Prepared Meals,4.27,5.73,18.28,250.0
Pasta With Tomato-Based Sauce And Poultry Restaurant,Prepared Meals,8.47,5.6,17.51,250.0
Pasta With Tomato-Based Sauce And Poultry Home Recipe,Prepared Meals,1.74,6.04,18.91,250.0
Pasta With Tomato-Based Sauce And Poultry Ready-To-Heat,Prepared Meals,3.51,5.91,18.5,250.0
Pasta With Tomato-Based Sauce Poultry And Added Vegetables Restaurant,Prepared Meals,8.36,5.6,17.31,250.0
Pasta With Tomato-Based Sauce Poultry And Added Vegetables Home Recipe,Prepared Meals,1.62,6.04,18.68,250.0
Pasta With Tomato-Based Sauce Poultry And Added Vegetables Ready-To-Heat,Prepared Meals,3.4,5.91,18.28,250.0
Pasta With Tomato-Based Sauce And Seafood Restaurant,Prepared Meals,8.02,5.16,17.76,250.0
Pasta With Tomato-Based Sauce And Seafood Home Recipe,Prepared Meals,1.25,5.57,19.17,250.0
Pasta With Tomato-Based Sauce And Seafood Ready-To-Heat,Prepared Meals,3.03,5.45,18.76,250.0
Pasta With Tomato-Based Sauce Seafood And Added Vegetables Restaurant,Prepared Meals,7.91,5.16,17.55,250.0
Pasta With Tomato-Based Sauce Seafood And Added Vegetables Home Recipe,Prepared Meals,1.13,5.57,18.95,250.0
Pasta With Tomato-Based Sauce Seafood And Added Vegetables Ready-To-Heat,Prepared Meals,2.92,5.44,18.54,250.0
Pasta With Cream Sauce Restaurant,Prepared Meals,13.95,3.97,15.21,250.0
Pasta With Cream Sauce Home Recipe,Prepared Meals,7.71,4.3,16.48,250.0
Pasta With Cream Sauce Ready-To-Heat,Prepared Meals,9.35,4.2,16.12,250.0
Pasta With Cream Sauce And Added Vegetables Restaurant,Prepared Meals,12.42,3.83,15.63,250.0
Pasta With Cream Sauce And Added Vegetables From Home Recipe,Prepared Meals,6.05,4.15,16.93,250.0
Pasta With Cream Sauce And Added Vegetables Ready-To-Heat,Prepared Meals,7.73,4.06,16.57,250.0
Pasta With Cream Sauce And Meat Restaurant,Prepared Meals,14.1,5.87,15.13,250.0
Pasta With Cream Sauce And Meat Home Recipe,Prepared Meals,7.87,6.36,16.39,250.0
Pasta With Cream Sauce And Meat Ready-To-Heat,Prepared Meals,9.51,6.22,16.03,250.0
Pasta With Cream Sauce Meat And Added Vegetables Restaurant,Prepared Meals,12.86,5.76,15.47,250.0
Pasta With Cream Sauce Meat And Added Vegetables Home Recipe,Prepared Meals,6.52,6.24,16.76,250.0
Pasta With Cream Sauce Meat And Added Vegetables Ready-To-Heat,Prepared Meals,8.19,6.11,16.39,250.0
Pasta With Cream Sauce And Poultry Restaurant,Prepared Meals,13.28,6.04,15.13,250.0
Pasta With Cream Sauce And Poultry Home Recipe,Prepared Meals,6.98,6.55,16.39,250.0
Pasta With Cream Sauce And Poultry Ready-To-Heat,Prepared Meals,8.64,6.4,16.03,250.0
Pasta With Cream Sauce Poultry And Added Vegetables Restaurant,Prepared Meals,12.04,5.93,15.47,250.0
Pasta With Cream Sauce Poultry And Added Vegetables Home Recipe,Prepared Meals,5.63,6.43,16.76,250.0
Pasta With Cream Sauce Poultry And Added Vegetables Ready-To-Heat,Prepared Meals,7.32,6.29,16.39,250.0
Pasta With Cream Sauce And Seafood Restaurant,Prepared Meals,12.83,5.6,15.37,250.0
Pasta With Cream Sauce And Seafood Home Recipe,Prepared Meals,6.49,6.07,16.66,250.0
Pasta With Cream Sauce And Seafood Ready-To-Heat,Prepared Meals,8.16,5.94,16.29,250.0
Pasta With Cream Sauce Seafood And Added Vegetables Restaurant,Prepared Meals,11.58,5.49,15.72,250.0
Pasta With Cream Sauce Seafood And Added Vegetables Home Recipe,Prepared Meals,5.14,5.95,17.02,250.0
Pasta With Cream Sauce Seafood And Added Vegetables Ready-To-Heat,Prepared Meals,6.84,5.82,16.66,250.0
Pasta Whole Grain With Tomato-Based Sauce Restaurant,Prepared Meals,8.4,3.5,17.76,250.0
Pasta Whole Grain With Tomato-Based Sauce Home Recipe,Prepared Meals,1.66,3.78,19.17,250.0
Pasta Whole Grain With Tomato-Based Sauce Ready-To-Heat,Prepared Meals,3.44,3.69,18.75,250.0
Pasta Whole Grain With Tomato-Based Sauce And Added Vegetables Restaurant,Prepared Meals,8.27,3.5,17.5,250.0
Pasta Whole Grain With Tomato-Based Sauce And Added Vegetables Home Recipe,Prepared Meals,1.52,3.77,18.9,250.0
Pasta Whole Grain With Tomato-Based Sauce And Added Vegetables Ready-To-Heat,Prepared Meals,3.3,3.69,18.48,250.0
Pasta Whole Grain With Tomato-Based Sauce And Meat Restaurant,Prepared Meals,9.67,5.52,17.13,250.0
Pasta Whole Grain With Tomato-Based Sauce And Meat Home Recipe,Prepared Meals,3.04,5.96,18.5,250.0
Pasta Whole Grain With Tomato-Based Sauce And Meat Ready-To-Heat,Prepared Meals,4.78,5.83,18.1,250.0
Pasta Whole Grain With Tomato-Based Sauce Meat And Added Vegetables Restaurant,Prepared Meals,9.56,5.52,16.93,250.0
Pasta Whole Grain With Tomato-Based Sauce Meat And Added Vegetables Home Recipe,Prepared Meals,2.92,5.95,18.28,250.0
Pasta Whole Grain With Tomato-Based Sauce Meat And Added Vegetables Ready-To-Heat,Prepared Meals,4.66,5.82,17.88,250.0
Pasta Whole Grain With Tomato-Based Sauce And Poultry Restaurant,Prepared Meals,8.85,5.69,17.13,250.0
Pasta Whole Grain With Tomato-Based Sauce And Poultry Home Recipe,Prepared Meals,2.14,6.14,18.5,250.0
Pasta Whole Grain With Tomato-Based Sauce And Poultry Ready-To-Heat,Prepared Meals,3.91,6.01,18.1,250.0
Pasta Whole Grain With Tomato-Based Sauce Poultry And Added Vegetables Restaurant,Prepared Meals,8.74,5.69,16.93,250.0
Pasta Whole Grain With Tomato-Based Sauce Poultry And Added Vegetables Home Recipe,Prepared Meals,2.03,6.14,18.28,250.0
Pasta Whole Grain With Tomato-Based Sauce Poultry And Added Vegetables Ready-To-Heat,Prepared Meals,3.79,6.01,17.88,250.0
Pasta Whole Grain With Tomato-Based Sauce And Seafood Restaurant,Prepared Meals,8.39,5.25,17.38,250.0
Pasta Whole Grain With Tomato-Based Sauce And Seafood Home Recipe,Prepared Meals,1.65,5.67,18.76,250.0
Pasta Whole Grain With Tomato-Based Sauce And Seafood Ready-To-Heat,Prepared Meals,3.43,5.54,18.36,250.0
Pasta Whole Grain With Tomato-Based Sauce Seafood And Added Vegetables Restaurant,Prepared Meals,8.28,5.25,17.17,250.0
Pasta Whole Grain With Tomato-Based Sauce Seafood And Added Vegetables Home Recipe,Prepared Meals,1.53,5.66,18.54,250.0
Pasta Whole Grain With Tomato-Based Sauce Seafood And Added Vegetables Ready-To-Heat,Prepared Meals,3.31,5.54,18.14,250.0
Pasta Whole Grain With Cream Sauce Restaurant,Prepared Meals,14.33,4.06,14.83,250.0
Pasta Whole Grain With Cream Sauce Home Recipe,Prepared Meals,8.11,4.4,16.07,250.0
Pasta Whole Grain With Cream Sauce Ready-To-Heat,Prepared Meals,9.75,4.3,15.72,250.0
Pasta Whole Grain With Cream Sauce And Added Vegetables Restaurant,Prepared Meals,12.79,3.92,15.25,250.0
Pasta Whole Grain With Cream Sauce And Added Vegetables Home Recipe,Prepared Meals,6.45,4.25,16.52,250.0
Pasta Whole Grain With Cream Sauce And Added Vegetables Ready-To-Heat,Prepared Meals,8.12,4.16,16.16,250.0
Pasta Whole Grain With Cream Sauce And Meat Restaurant,Prepared Meals,14.48,5.96,14.75,250.0
Pasta Whole Grain With Cream Sauce And Meat Home Recipe,Prepared Meals,8.28,6.46,15.98,250.0
Pasta Whole Grain With Cream Sauce And Meat Ready-To-Heat,Prepared Meals,9.91,6.32,15.63,250.0
Pasta Whole Grain With Cream Sauce Meat And Added Vegetables Restaurant,Prepared Meals,13.23,5.85,15.09,250.0
Pasta Whole Grain With Cream Sauce Meat And Added Vegetables Home Recipe,Prepared Meals,6.93,6.34,16.35,250.0
Pasta Whole Grain With Cream Sauce Meat And Added Vegetables Ready-To-Heat,Prepared Meals,8.59,6.2,15.99,250.0
Pasta Whole Grain With Cream Sauce And Poultry Restaurant,Prepared Meals,13.66,6.13,14.75,250.0
Pasta Whole Grain With Cream Sauce And Poultry Home Recipe,Prepared Meals,7.39,6.64,15.98,250.0
Pasta Whole Grain With Cream Sauce And Poultry Ready-To-Heat,Prepared Meals,9.04,6.5,15.63,250.0
Pasta Whole Grain With Cream Sauce Poultry And Added Vegetables Restaurant,Prepared Meals,12.41,6.02,15.09,250.0
Pasta Whole Grain With Cream Sauce Poultry And Added Vegetables Home Recipe,Prepared Meals,6.04,6.52,16.35,250.0
Pasta Whole Grain With Cream Sauce Poultry And Added Vegetables Ready-To-Heat,Prepared Meals,7.72,6.38,15.99,250.0
Pasta Whole Grain With Cream Sauce And Seafood Restaurant,Prepared Meals,13.2,5.7,15.0,250.0
Pasta Whole Grain With Cream Sauce And Seafood Home Recipe,Prepared Meals,6.89,6.17,16.24,250.0
Pasta Whole Grain With Cream Sauce And Seafood Ready-To-Heat,Prepared Meals,8.55,6.04,15.89,250.0
Pasta Whole Grain With Cream Sauce Seafood And Added Vegetables Restaurant,Prepared Meals,11.95,5.58,15.34,250.0
Pasta Whole Grain With Cream Sauce Seafood And Added Vegetables Home Recipe,Prepared Meals,5.54,6.05,16.61,250.0
Pasta Whole Grain With Cream Sauce Seafood And Added Vegetables Ready-To-Heat,Prepared Meals,7.23,5.92,16.25,250.0
Pasta With Tomato-Based Sauce And Beans Or Lentils,Prepared Meals,2.33,5.22,20.73,227.0
Macaroni Or Noodles Creamed With Cheese,Prepared Meals,5.49,4.9,21.78,230.0
Macaroni Or Noodles Creamed With Cheese And Tuna,Prepared Meals,4.53,8.08,17.14,230.0
Flavored Pasta,Prepared Meals,2.23,2.46,14.44,185.0
Yat Ga Mein With Meat Fish Or Poultry,Prepared Meals,4.86,10.03,12.28,205.0
Macaroni Or Pasta Salad Made With Mayonnaise,Prepared Meals,11.52,4.46,24.64,204.0
Macaroni Or Pasta Salad Made With Light Mayonnaise,Prepared Meals,4.16,4.32,25.68,204.0
Macaroni Or Pasta Salad Made With Mayonnaise-Type Salad Dressing,Prepared Meals,4.01,4.38,26.58,204.0
Macaroni Or Pasta Salad Made With Light Mayonnaise-Type Salad Dressing,Prepared Meals,4.16,4.32,25.68,204.0
Macaroni Or Pasta Salad Made With Italian Dressing,Prepared Meals,3.7,3.7,20.88,204.0
Macaroni Or Pasta Salad Made With Light Italian Dressing,Prepared Meals,1.98,3.69,20.59,204.0
Macaroni Or Pasta Salad Made With Creamy Dressing,Prepared Meals,6.6,3.81,20.09,204.0
Macaroni Or Pasta Salad Made With Light Creamy Dressing,Prepared Meals,2.9,3.82,20.2,204.0
Macaroni Or Pasta Salad Made With Any Type Of Fat Free Dressing,Prepared Meals,1.14,4.26,26.54,204.0
Macaroni Or Pasta Salad With Egg,Prepared Meals,11.44,5.19,22.53,204.0
Macaroni Or Pasta Salad With Tuna,Prepared Meals,9.9,6.76,20.86,204.0
Macaroni Or Pasta Salad With Crab Meat,Prepared Meals,9.9,6.48,20.93,204.0
Macaroni Or Pasta Salad With Shrimp,Prepared Meals,10.06,6.76,21.1,204.0
Macaroni Or Pasta Salad With Tuna And Egg,Prepared Meals,9.96,7.21,19.34,204.0
Macaroni Or Pasta Salad With Chicken,Prepared Meals,10.75,7.82,20.93,204.0
Macaroni Or Pasta Salad With Cheese,Prepared Meals,14.34,6.84,21.86,204.0
Macaroni Or Pasta Salad With Meat,Prepared Meals,10.59,7.66,20.82,204.0
Noodle Pudding,Prepared Meals,7.34,5.94,30.97,144.0
Somen Salad With Noodles Lettuce Egg Fish And Pork,Prepared Meals,6.11,11.31,8.85,160.0
Bibimbap Korean,Prepared Meals,2.81,5.38,8.34,162.0
Rice Fried With Chicken,Prepared Meals,3.47,7.46,27.87,198.0
Rice Fried With Pork,Prepared Meals,3.96,7.74,27.87,198.0
Rice Fried With Beef,Prepared Meals,3.87,8.04,27.87,198.0
Rice Fried With Shrimp,Prepared Meals,2.77,6.86,28.1,198.0
Dukboki Or Tteokbokki Korean,Prepared Meals,4.06,3.91,19.86,250.0
Sushi Nfs,Prepared Meals,0.67,2.92,18.42,30.0
Sushi Roll Avocado,Prepared Meals,1.46,1.81,17.71,30.0
Sushi Roll California,Prepared Meals,0.67,2.92,18.42,30.0
Sushi Roll Eel,Prepared Meals,3.71,7.1,15.3,30.0
Sushi Roll Salmon,Prepared Meals,1.28,6.88,15.3,30.0
Sushi Roll Shrimp,Prepared Meals,0.55,7.01,15.67,30.0
Sushi Roll Tuna,Prepared Meals,0.25,7.4,15.3,30.0
Sushi Roll Vegetable,Prepared Meals,1.46,1.81,17.71,22.0
Sushi Topped With Crab,Prepared Meals,0.27,3.85,18.59,35.0
Sushi Topped With Eel,Prepared Meals,5.19,9.24,13.39,35.0
Sushi Topped With Salmon,Prepared Meals,1.74,8.92,13.39,35.0
Sushi Topped With Shrimp,Prepared Meals,0.7,9.1,13.92,35.0
Sushi Topped With Tuna,Prepared Meals,0.28,9.66,13.39,35.0
Sushi Topped With Egg,Prepared Meals,4.63,7.0,10.74,50.0
Rice With Chicken Puerto Rican Style,Prepared Meals,14.02,10.14,31.46,157.0
Paella With Meat Valenciana Style,Prepared Meals,12.54,21.71,16.74,137.0
Seafood Paella Puerto Rican Style,Prepared Meals,5.48,7.61,15.69,230.0
Soupy Rice With Chicken Puerto Rican Style,Soups and Sauces,4.02,12.08,16.49,215.0
Soupy Rice Mixture With Chicken And Potatoes Puerto Rican Style,Soups and Sauces,4.32,6.34,12.05,240.0
Rice Meal Fritter Puerto Rican Style,Prepared Meals,14.04,8.91,36.61,30.0
Stewed Rice Puerto Rican Style,Prepared Meals,7.68,3.97,33.48,170.0
Rice With Squid Puerto Rican Style,Prepared Meals,11.47,8.92,29.36,160.0
Fried Rice Puerto Rican Style,Prepared Meals,3.33,12.78,8.53,173.0
Rice With Vienna Sausage Puerto Rican Style,Prepared Meals,11.52,6.46,33.58,180.0
Rice With Spanish Sausage Puerto Rican Style,Prepared Meals,15.94,9.56,32.26,180.0
Rice With Onions Puerto Rican Style,Prepared Meals,9.75,3.48,18.85,165.0
Pigeon Pea Asopao Asopao De Gandules,Soups and Sauces,2.5,4.25,24.62,178.0
Rice With Stewed Beans Puerto Rican Style,Prepared Meals,3.23,3.66,23.02,188.0
Congee With Meat Poultry And/or Seafood,Prepared Meals,0.94,4.81,6.12,249.0
Congee With Meat Poultry And/or Seafood And Vegetables,Prepared Meals,0.92,4.62,6.09,249.0
Congee With Vegetables,Prepared Meals,0.1,0.76,7.69,249.0
Biryani With Vegetables,Prepared Meals,4.33,2.38,17.89,172.0
Rice With Beans,Prepared Meals,4.84,5.0,23.47,239.0
Rice With Beans And Tomatoes,Prepared Meals,3.78,4.03,18.86,239.0
Rice With Beans And Chicken,Prepared Meals,5.08,8.42,19.78,239.0
Rice With Beans And Beef,Prepared Meals,6.74,8.26,19.74,239.0
Rice With Beans And Pork,Prepared Meals,6.28,8.39,19.74,239.0
Red Beans And Rice,Prepared Meals,9.04,6.53,18.91,224.0
Hopping John,Prepared Meals,1.84,7.04,20.16,224.0
Rice White With Corn Ns As To Fat Added In Cooking,Prepared Meals,2.66,2.8,25.65,161.0
Rice White With Corn Fat Not Added In Cooking,Prepared Meals,0.59,2.86,26.2,161.0
Rice White With Corn Fat Added In Cooking,Prepared Meals,2.66,2.8,25.65,161.0
Rice White With Peas Ns As To Fat Added In Cooking,Prepared Meals,2.35,3.28,24.37,160.0
Rice White With Peas Fat Not Added In Cooking,Prepared Meals,0.26,3.35,24.89,160.0
Rice White With Peas Fat Added In Cooking,Prepared Meals,2.35,3.28,24.37,160.0
Rice White With Carrots Ns As To Fat Added In Cooking,Prepared Meals,2.36,2.16,22.65,160.0
Rice White With Carrots Fat Not Added In Cooking,Prepared Meals,0.25,2.2,23.14,160.0
Rice White With Carrots Fat Added In Cooking,Prepared Meals,2.36,2.16,22.65,160.0
Rice White With Peas And Carrots Ns As To Fat Added In Cooking,Prepared Meals,2.4,2.72,23.01,160.0
Rice White With Peas And Carrots Fat Not Added In Cooking,Prepared Meals,0.31,2.78,23.5,160.0
Rice White With Peas And Carrots Fat Added In Cooking,Prepared Meals,2.4,2.72,23.01,160.0
Rice White With Tomatoes And/or Tomato-Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,2.13,2.0,19.42,209.0
Rice White With Tomatoes And/or Tomato-Based Sauce Fat Not Added In Cooking,Prepared Meals,0.27,2.04,19.79,206.0
Rice White With Tomatoes And/or Tomato-Based Sauce Fat Added In Cooking,Prepared Meals,2.13,2.0,19.42,209.0
Rice White With Dark Green Vegetables Ns As To Fat Added In Cooking,Prepared Meals,2.41,2.55,22.38,172.0
Rice White With Dark Green Vegetables Fat Not Added In Cooking,Prepared Meals,0.31,2.6,22.86,172.0
Rice White With Dark Green Vegetables Fat Added In Cooking,Prepared Meals,2.41,2.55,22.38,172.0
Rice White With Carrots And Tomatoes And/or Tomato-Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,2.24,2.08,20.92,172.0
Rice White With Carrots And Tomatoes And/or Tomato-Based Sauce Fat Not Added In Cooking,Prepared Meals,0.26,2.12,21.34,172.0
Rice White With Carrots And Tomatoes And/or Tomato-Based Sauce Fat Added In Cooking,Prepared Meals,2.24,2.08,20.92,172.0
Rice White With Dark Green Vegetables And Tomatoes And/or Tomato-Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,2.26,2.26,20.8,172.0
Rice White With Dark Green Vegetables And Tomatoes And/or Tomato-Based Sauce Fat Not Added In Cooking,Prepared Meals,0.29,2.3,21.22,172.0
Rice White With Dark Green Vegetables And Tomatoes And/or Tomato-Based Sauce Fat Added In Cooking,Prepared Meals,2.26,2.26,20.8,172.0
Rice White With Carrots And Dark Green Vegetables Ns As To Fat Added In Cooking,Prepared Meals,2.38,2.35,22.51,172.0
Rice White With Carrots And Dark Green Vegetables Fat Not Added In Cooking,Prepared Meals,0.28,2.4,23.0,172.0
Rice White With Carrots And Dark Green Vegetables Fat Added In Cooking,Prepared Meals,2.38,2.35,22.51,172.0
Rice White With Carrots Dark Green Vegetables And Tomatoes And/or Tomato-Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,2.29,2.23,21.4,172.0
Rice White With Carrots Dark Green Vegetables And Tomatoes And/or Tomato-Based Sauce Fat Not Added In Cooking,Prepared Meals,0.28,2.27,21.84,172.0
Rice White With Carrots Dark Green Vegetables And Tomatoes And/or Tomato-Based Sauce Fat Added In Cooking,Prepared Meals,2.29,2.23,21.4,172.0
Rice White With Other Vegetables Ns As To Fat Added In Cooking,Prepared Meals,2.36,2.3,22.69,172.0
Rice White With Other Vegetables Fat Not Added In Cooking,Prepared Meals,0.26,2.35,23.18,172.0
Rice White With Other Vegetables Fat Added In Cooking,Prepared Meals,2.36,2.3,22.69,172.0
Rice White With Lentils Ns As To Fat Added In Cooking,Prepared Meals,4.71,5.5,21.48,207.0
Rice White With Lentils Fat Added In Cooking,Prepared Meals,4.71,5.5,21.48,207.0
Rice White With Lentils Fat Not Added In Cooking,Prepared Meals,0.33,5.76,22.47,198.0
Rice Cooked With Coconut Milk,Prepared Meals,17.23,3.57,26.56,200.0
Rice Brown With Beans,Prepared Meals,4.76,4.83,22.72,239.0
Rice Brown With Beans And Tomatoes,Prepared Meals,3.79,3.96,18.57,239.0
Rice Brown With Corn Ns As To Fat Added In Cooking,Prepared Meals,2.84,2.82,24.04,191.0
Rice Brown With Corn Fat Not Added In Cooking,Prepared Meals,1.08,2.88,24.48,188.0
Rice Brown With Corn Fat Added In Cooking,Prepared Meals,2.84,2.82,24.04,191.0
Rice Brown With Peas Ns As To Fat Added In Cooking,Prepared Meals,2.58,3.23,22.93,190.0
Rice Brown With Peas Fat Not Added In Cooking,Prepared Meals,0.81,3.29,23.35,187.0
Rice Brown With Peas Fat Added In Cooking,Prepared Meals,2.58,3.23,22.93,190.0
Rice Brown With Carrots Ns As To Fat Added In Cooking,Prepared Meals,2.58,2.27,21.44,189.0
Rice Brown With Carrots Fat Not Added In Cooking,Prepared Meals,0.8,2.31,21.84,186.0
Rice Brown With Carrots Fat Added In Cooking,Prepared Meals,2.58,2.27,21.44,189.0
Rice Brown With Peas And Carrots Ns As To Fat Added In Cooking,Prepared Meals,2.62,2.75,21.77,190.0
Rice Brown With Peas And Carrots Fat Not Added In Cooking,Prepared Meals,0.85,2.8,22.17,187.0
Rice Brown With Peas And Carrots Fat Added In Cooking,Prepared Meals,2.62,2.75,21.77,190.0
Rice Brown With Tomatoes And/or Tomato Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,2.37,2.13,18.77,243.0
Rice Brown With Tomatoes And/or Tomato Based Sauce Fat Not Added In Cooking,Prepared Meals,0.76,2.16,19.08,243.0
Rice Brown With Tomatoes And/or Tomato Based Sauce Fat Added In Cooking,Prepared Meals,2.37,2.13,18.77,243.0
Rice Brown With Dark Green Vegetables Ns As To Fat Added In Cooking,Prepared Meals,2.63,2.61,21.23,189.0
Rice Brown With Dark Green Vegetables Fat Not Added In Cooking,Prepared Meals,0.85,2.65,21.62,186.0
Rice Brown With Dark Green Vegetables Fat Added In Cooking,Prepared Meals,2.63,2.61,21.23,189.0
Rice Brown With Carrots And Tomatoes And/or Tomato-Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,2.47,2.2,20.03,229.0
Rice Brown With Carrots And Tomatoes And/or Tomato-Based Sauce Fat Not Added In Cooking,Prepared Meals,0.78,2.24,20.38,225.0
Rice Brown With Carrots And Tomatoes And/or Tomato-Based Sauce Fat Added In Cooking,Prepared Meals,2.47,2.2,20.03,229.0
Rice Brown With Dark Green Vegetables And Tomatoes And/or Tomato-Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,2.49,2.36,19.93,229.0
Rice Brown With Dark Green Vegetables And Tomatoes And/or Tomato-Based Sauce Fat Not Added In Cooking,Prepared Meals,0.8,2.4,20.28,229.0
Rice Brown With Dark Green Vegetables And Tomatoes And/or Tomato-Based Sauce Fat Added In Cooking,Prepared Meals,2.49,2.36,19.93,229.0
Rice Brown With Carrots And Dark Green Vegetables Ns As To Fat Added In Cooking,Prepared Meals,2.61,2.44,21.34,189.0
Rice Brown With Carrots And Dark Green Vegetables Fat Not Added In Cooking,Prepared Meals,0.82,2.48,21.73,186.0
Rice Brown With Carrots And Dark Green Vegetables Fat Added In Cooking,Prepared Meals,2.61,2.44,21.34,189.0
Grape Leaves Stuffed With Rice,Prepared Meals,11.59,2.29,13.94,56.0
Rice Brown With Carrots Dark Green Vegetables And Tomatoes And/or Tomato-Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,2.52,2.33,20.42,224.0
Rice Brown With Carrots Dark Green Vegetables And Tomatoes And/or Tomato-Based Sauce Fat Not Added In Cooking,Prepared Meals,0.8,2.37,20.78,220.0
Rice Brown With Carrots Dark Green Vegetables And Tomatoes And/or Tomato-Based Sauce Fat Added In Cooking,Prepared Meals,2.52,2.33,20.42,186.0
Rice Brown With Other Vegetables Ns As To Fat Added In Cooking,Prepared Meals,2.59,2.4,21.5,190.0
Rice Brown With Other Vegetables Fat Not Added In Cooking,Prepared Meals,0.81,2.44,21.89,186.0
Rice Brown With Other Vegetables Fat Added In Cooking,Prepared Meals,2.59,2.4,21.5,190.0
Rice Croquette,Prepared Meals,6.53,3.41,19.97,62.0
Dirty Rice,Prepared Meals,2.21,5.13,17.29,198.0
Flavored Rice Mixture,Prepared Meals,4.1,1.94,20.22,218.0
Flavored Rice Mixture With Cheese,Prepared Meals,1.2,2.99,25.22,230.0
Flavored Rice Brown And Wild,Prepared Meals,2.16,2.76,19.28,217.0
Flavored Rice And Pasta Mixture,Prepared Meals,3.6,2.67,19.03,184.0
Flavored Rice And Pasta Mixture Reduced Sodium,Prepared Meals,3.45,2.61,17.52,196.0
Spanish Rice Fat Added In Cooking,Prepared Meals,2.57,2.88,19.66,243.0
Spanish Rice Fat Not Added In Cooking,Prepared Meals,1.01,2.92,19.92,243.0
Spanish Rice Ns As To Fat Added In Cooking,Prepared Meals,2.56,2.88,19.66,243.0
Spanish Rice With Ground Beef,Prepared Meals,6.88,9.69,14.8,230.0
Rice Dressing,Prepared Meals,3.34,2.0,17.67,167.0
Rice With Raisins,Prepared Meals,2.63,2.62,32.11,185.0
Rice Dessert Or Salad With Fruit,Prepared Meals,7.29,1.58,21.75,155.0
Rice White With Cheese And/or Cream Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,6.98,5.16,20.02,204.0
Rice White With Cheese And/or Cream Based Sauce Fat Not Added In Cooking,Prepared Meals,5.22,5.26,20.4,204.0
