name,Food Group,Fat (g),Protein (g),Carbohydrate (g),Serving Weight 1 (g)
Guava Paste,Sweets,0.04,0.1,72.83,20.0
Sweet Potato Paste,Sweets,0.04,0.41,75.3,20.0
Bean Paste Sweetened,Sweets,0.36,6.22,50.11,20.0
Gelatin Dessert,Sweets,0.0,1.22,14.19,240.0
Gelatin Snacks,Sweets,0.0,2.84,33.0,36.0
Gelatin Dessert With Fruit,Sweets,0.09,1.09,16.11,240.0
Gelatin Dessert With Whipped Cream,Sweets,1.83,1.22,14.83,227.0
Gelatin Dessert With Fruit And Whipped Cream,Sweets,4.2,1.28,15.18,227.0
Gelatin Dessert With Cream Cheese,Sweets,2.52,1.58,13.56,239.0
Gelatin Dessert With Sour Cream,Sweets,4.28,1.49,12.08,227.0
Gelatin Dessert With Fruit And Sour Cream,Sweets,2.34,1.32,21.79,249.0
Gelatin Dessert With Fruit And Cream Cheese,Sweets,1.72,1.33,15.61,239.0
Gelatin Dessert With Fruit Vegetable And Nuts,Sweets,2.21,1.42,13.87,240.0
Gelatin Salad With Vegetables,Sweets,0.03,1.11,12.12,243.0
Gelatin Dessert With Fruit And Whipped Topping,Sweets,4.07,1.54,16.58,227.0
Gelatin Dessert With Fruit And Vegetables,Sweets,0.06,1.02,15.05,240.0
Gelatin Dessert Dietetic Sweetened With Low Calorie Sweetener,Sweets,0.0,0.34,1.72,240.0
Gelatin Dessert Dietetic With Fruit Sweetened With Low Calorie Sweetener,Sweets,0.1,0.86,10.58,240.0
Gelatin Dessert Dietetic With Whipped Topping Sweetened With Low Calorie Sweetener,Sweets,0.47,0.84,4.72,227.0
Gelatin Dessert Dietetic With Cream Cheese Sweetened With Low Calorie Sweetener,Sweets,4.66,1.12,2.24,239.0
Gelatin Dessert Dietetic With Sour Cream Sweetened With Low Calorie Sweetener,Sweets,2.43,1.44,4.88,227.0
Gelatin Dessert Dietetic With Fruit And Sour Cream Sweetened With Low Calorie Sweetener,Sweets,1.45,0.97,9.33,249.0
Gelatin Dessert Dietetic With Fruit And Cream Cheese Sweetened With Low Calorie Sweetener,Sweets,1.7,1.12,10.92,239.0
Gelatin Dessert Dietetic With Fruits And Vegetables Sweetened With Low Calorie Sweetener,Sweets,2.4,0.95,6.88,240.0
Gelatin Salad Dietetic With Vegetables Sweetened With Low Calorie Sweetener,Sweets,0.04,0.38,2.18,243.0
Gelatin Dessert Dietetic With Fruit And Whipped Topping Sweetened With Low Calorie Sweetener,Sweets,0.6,0.86,10.04,249.0
Danish Dessert Pudding,Sweets,0.02,0.07,37.41,274.0
Yokan,Sweets,0.16,2.86,30.56,28.0
Coconut Cream Cake Puerto Rican Style,Baked Foods,14.65,2.41,47.44,15.0
Pineapple Custard Puerto Rican Style,Sweets,4.23,5.7,23.73,260.0
Haupia,Sweets,20.41,1.98,23.57,213.0
Gelatin Frozen Whipped On A Stick,Sweets,0.0,1.22,14.19,53.0
Ice Pop Filled With Ice Cream All Flavor Varieties,Sweets,3.79,1.16,20.67,59.0
Almonds Chocolate Covered,Sweets,45.66,17.27,30.89,3.0
Almonds Sugar-Coated,Sweets,17.93,10.0,68.26,4.0
Almonds Yogurt-Covered,Sweets,38.48,12.86,43.57,4.0
Caramel With Nuts,Sweets,14.39,5.77,70.03,6.0
Caramel Candy Chocolate Covered,Sweets,13.06,5.3,72.95,9.0
Caramel With Nuts And Cereal Chocolate Covered,Sweets,25.1,6.66,61.51,28.0
Caramel All Flavors Sugar Free,Sweets,14.08,1.95,72.93,7.0
Twix Chocolate Fudge Cookie Bars,Sweets,33.3,7.3,56.0,45.0
Twix Peanut Butter Cookie Bars,Sweets,32.67,9.18,54.15,54.0
Nuts Carob-Coated,Sweets,41.12,15.88,36.84,28.0
Chocolate Milk With Nuts Not Almond Or Peanuts,Sweets,35.06,8.64,52.5,11.0
Milk Chocolate Candy With Fruit And Nuts,Sweets,24.38,7.58,59.98,11.0
Chocolate Candy With Fondant And Caramel,Sweets,20.12,5.54,69.3,30.0
Chocolate Sweet Or Dark,Sweets,33.2,4.5,60.18,8.0
Chocolate Sweet Or Dark With Almonds,Sweets,33.81,6.55,56.48,41.0
Chocolate White With Almonds,Sweets,35.15,8.2,53.15,37.0
Coconut Candy Chocolate Covered,Sweets,26.6,4.6,58.59,14.0
Coconut Candy Puerto Rican Style,Sweets,13.64,1.31,74.66,17.0
Date Candy,Sweets,18.09,4.17,58.05,28.0
Fruit Leather And Fruit Snacks Candy,Sweets,2.84,0.55,84.31,2.0
Fun Fruits Creme Supremes,Sweets,21.04,3.68,69.33,26.0
Tamarind Candy,Sweets,0.0,0.0,91.96,22.0
Gumdrops Chocolate Covered,Sweets,8.3,2.14,87.84,14.0
Fudge Chocolate Chocolate-Coated,Sweets,16.18,3.97,71.33,22.0
Fudge Chocolate Chocolate-Coated With Nuts,Sweets,22.15,5.36,65.37,22.0
Fudge Chocolate,Sweets,10.41,2.39,76.44,22.0
Fudge Chocolate With Nuts,Sweets,18.93,4.38,67.93,22.0
Fudge Peanut Butter,Sweets,16.84,6.3,67.3,22.0
Fudge Peanut Butter With Nuts,Sweets,23.04,7.77,61.63,22.0
Fudge Divinity,Sweets,7.76,4.24,83.17,12.0
Fudge Brown Sugar Penuche,Sweets,10.21,2.1,77.77,22.0
Halvah Plain,Sweets,31.87,7.98,57.56,227.0
Halvah Chocolate Covered,Sweets,31.25,7.88,58.08,227.0
Honey-Combed Hard Candy With Peanut Butter,Sweets,20.18,8.72,67.41,6.0
Chocolate-Flavored Sprinkles,Sweets,30.04,1.99,66.8,176.0
Ladoo Round Ball Asian-Indian Dessert,Sweets,21.9,6.92,46.84,63.0
Marshmallow Chocolate Covered,Sweets,10.4,2.43,75.03,11.0
Marshmallow Candy-Coated,Sweets,0.13,1.16,87.99,14.0
Marshmallow Coconut-Coated,Sweets,5.49,2.42,72.23,10.0
Nougat Chocolate Covered,Sweets,9.51,4.54,83.15,53.0
Nuts Chocolate Covered Not Almonds Or Peanuts,Sweets,41.6,11.39,42.05,28.0
Sugared Pecans Sugar And Egg White Coating,Sweets,48.77,7.29,31.86,79.0
Peanuts Yogurt Covered,Sweets,37.01,14.84,42.43,2.0
Planters Peanut Bar,Sweets,30.45,16.26,50.84,16.0
Peanut Bar Chocolate Covered Candy,Sweets,32.45,13.07,51.12,57.0
Peanut Butter Chocolate Covered,Sweets,28.36,10.45,58.59,34.0
Pralines,Sweets,10.21,2.1,77.77,21.0
Pineapple Candy Puerto Rican Style,Sweets,0.14,0.65,85.13,232.0
Raisins Yogurt Covered,Sweets,11.61,4.25,72.78,1.0
Taffy,Sweets,8.03,0.81,82.15,5.0
Toffee Plain,Sweets,8.22,4.67,78.17,7.0
Toffee Chocolate-Coated With Nuts,Sweets,18.22,7.62,66.83,11.0
Truffles,Sweets,31.93,6.77,49.61,13.0
Wax Candy Liquid Filled,Sweets,0.0,0.0,32.53,4.0
Coffee Brewed Blend Of Regular And Decaffeinated,Beverages,0.01,0.11,0.0,30.0
Coffee Turkish,Beverages,0.02,0.11,6.49,31.0
Coffee Cuban,Beverages,0.17,0.11,7.86,31.0
Coffee Macchiato,Beverages,0.8,1.16,2.72,30.0
Coffee Macchiato Sweetened,Beverages,0.76,1.11,6.91,31.0
Coffee Cafe Con Leche,Beverages,1.08,1.64,5.64,31.0
Coffee Cafe Con Leche Decaffeinated,Beverages,1.09,1.65,5.72,31.0
Coffee Latte,Beverages,1.68,2.76,4.27,30.0
Coffee Latte Nonfat,Beverages,0.1,2.82,4.4,30.0
Coffee Latte With Non-Dairy Milk,Beverages,1.07,1.28,5.07,30.0
Coffee Latte Flavored,Beverages,1.62,2.67,7.42,31.0
Coffee Latte Nonfat Flavored,Beverages,0.09,2.73,7.55,31.0
Coffee Latte With Non-Dairy Milk Flavored,Beverages,1.04,1.23,8.18,31.0
Coffee Latte Decaffeinated,Beverages,1.68,2.77,4.29,30.0
Coffee Latte Decaffeinated Nonfat,Beverages,0.1,2.83,4.42,30.0
Coffee Latte Decaffeinated With Non-Dairy Milk,Beverages,1.08,1.28,5.09,30.0
Coffee Latte Decaffeinated Flavored,Beverages,1.63,2.68,7.46,31.0
Coffee Latte Decaffeinated Nonfat Flavored,Beverages,0.09,2.74,7.59,31.0
Coffee Latte Decaffeinated With Non-Dairy Milk Flavored,Beverages,1.04,1.24,8.22,31.0
Frozen Coffee Drink,Beverages,0.93,1.53,13.4,31.0
Frozen Coffee Drink Nonfat,Beverages,0.06,1.56,13.47,31.0
Frozen Coffee Drink With Non-Dairy Milk,Beverages,0.6,0.71,13.82,31.0
Frozen Coffee Drink With Whipped Cream,Beverages,2.8,1.6,12.83,31.0
Frozen Coffee Drink Nonfat With Whipped Cream,Beverages,1.98,1.63,12.9,31.0
Frozen Coffee Drink With Non-Dairy Milk And Whipped Cream,Beverages,2.48,0.82,13.23,31.0
Frozen Coffee Drink Decaffeinated,Beverages,0.94,1.53,13.46,31.0
Frozen Coffee Drink Decaffeinated Nonfat,Beverages,0.06,1.57,13.53,31.0
Frozen Coffee Drink Decaffeinated With Non-Dairy Milk,Beverages,0.7,1.21,13.52,31.0
Frozen Coffee Drink Decaffeinated With Whipped Cream,Beverages,2.81,1.6,12.89,31.0
Frozen Coffee Drink Decaffeinated Nonfat With Whipped Cream,Beverages,1.98,1.63,12.96,31.0
Frozen Coffee Drink Decaffeinated With Non-Dairy Milk And Whipped Cream,Beverages,2.49,0.82,13.29,31.0
Coffee Cafe Mocha,Beverages,1.53,2.52,10.15,31.0
Coffee Cafe Mocha Nonfat,Beverages,0.09,2.56,10.23,31.0
Coffee Cafe Mocha With Non-Dairy Milk,Beverages,0.98,1.16,10.81,31.0
Coffee Cafe Mocha Decaffeinated,Beverages,1.53,2.52,10.15,31.0
Coffee Cafe Mocha Decaffeinated Nonfat,Beverages,0.09,2.57,10.27,31.0
Coffee Cafe Mocha Decaffeinated With Non-Dairy Milk,Beverages,0.98,1.16,10.86,31.0
Frozen Mocha Coffee Drink,Beverages,0.91,1.48,13.04,31.0
Frozen Mocha Coffee Drink Nonfat,Beverages,0.06,1.51,13.11,31.0
Frozen Mocha Coffee Drink With Non-Dairy Milk,Beverages,0.59,0.69,13.45,31.0
Frozen Mocha Coffee Drink With Whipped Cream,Beverages,2.72,1.55,12.51,31.0
Frozen Mocha Coffee Drink Nonfat With Whipped Cream,Beverages,1.92,1.58,12.58,31.0
Frozen Mocha Coffee Drink With Non-Dairy Milk And Whipped Cream,Beverages,2.41,0.8,12.9,31.0
Frozen Mocha Coffee Drink Decaffeinated,Beverages,0.91,1.49,13.1,31.0
Frozen Mocha Coffee Drink Decaffeinated Nonfat,Beverages,0.06,1.52,13.17,31.0
Frozen Mocha Coffee Drink Decaffeinated With Non-Dairy Milk,Beverages,0.59,0.69,13.51,31.0
Frozen Mocha Coffee Drink Decaffeinated With Whipped Cream,Beverages,2.73,1.56,12.56,31.0
Frozen Mocha Coffee Drink Decaffeinated Nonfat With Whipped Cream,Beverages,1.93,1.59,12.63,31.0
Frozen Mocha Coffee Drink Decaffeinated With Non-Dairy Milk And Whipped Cream,Beverages,2.42,0.8,12.95,31.0
Iced Coffee Brewed,Beverages,0.02,0.09,0.0,30.0
Iced Coffee Brewed Decaffeinated,Beverages,0.0,0.08,0.0,30.0
Iced Coffee Pre-Lightened And Pre-Sweetened,Beverages,1.1,0.25,4.91,31.0
Coffee Iced Latte,Beverages,1.05,1.72,2.76,30.0
Coffee Iced Latte Nonfat,Beverages,0.07,1.75,2.84,30.0
Coffee Iced Latte With Non-Dairy Milk,Beverages,0.68,0.8,3.26,30.0
Coffee Iced Latte Flavored,Beverages,1.01,1.66,6.06,31.0
Coffee Iced Latte Nonfat Flavored,Beverages,0.07,1.69,6.14,31.0
Coffee Iced Latte With Non-Dairy Milk Flavored,Beverages,0.66,0.77,6.53,31.0
Coffee Iced Latte Decaffeinated,Beverages,1.05,1.72,2.77,30.0
Coffee Iced Latte Decaffeinated Nonfat,Beverages,0.07,1.76,2.85,30.0
Coffee Iced Latte Decaffeinated With Non-Dairy Milk,Beverages,0.68,0.8,3.27,30.0
Coffee Iced Latte Decaffeinated Flavored,Beverages,1.02,1.66,6.08,31.0
Coffee Iced Latte Decaffeinated Nonfat Flavored,Beverages,0.07,1.7,6.16,31.0
Coffee Iced Latte Decaffeinated With Non-Dairy Milk Flavored,Beverages,0.66,0.77,6.56,31.0
Coffee Iced Cafe Mocha,Beverages,0.95,1.55,8.9,31.0
Coffee Iced Cafe Mocha Nonfat,Beverages,0.07,1.59,8.98,31.0
Coffee Iced Cafe Mocha With Non-Dairy Milk,Beverages,0.61,0.72,9.34,31.0
Coffee Iced Cafe Mocha Decaffeinated,Beverages,0.95,1.56,8.94,31.0
Coffee Iced Cafe Mocha Decaffeinated Nonfat,Beverages,0.06,1.59,9.02,31.0
Coffee Iced Cafe Mocha Decaffeinated With Non-Dairy Milk,Beverages,0.62,0.72,9.38,31.0
Coffee Instant Reconstituted,Beverages,0.0,0.1,0.63,30.0
Coffee Instant 50% Less Caffeine Reconstituted,Beverages,0.0,0.12,0.61,30.0
Coffee Instant Decaffeinated Reconstituted,Beverages,0.0,0.1,0.64,30.0
Coffee Instant Pre-Lightened And Pre-Sweetened With Sugar Reconstituted,Beverages,0.68,0.15,5.12,31.0
Coffee Instant Decaffeinated Pre-Lightened And Pre-Sweetened With Sugar Reconsitituted,Beverages,0.68,0.14,5.13,31.0
Coffee Instant Pre-Sweetened With Sugar Reconstituted,Beverages,0.0,0.1,3.98,31.0
Coffee Mocha Instant Pre-Lightened And Pre-Sweetened With Sugar Reconstituted,Beverages,1.8,0.43,6.49,31.0
Coffee Mocha Instant Pre-Lightened And Pre-Sweetened With Low Calorie Sweetener Reconstituted,Beverages,0.43,0.32,2.46,30.0
Coffee Instant Pre-Lightened And Pre-Sweetened With Low Calorie Sweetener Reconstituted,Beverages,0.7,0.15,2.37,30.0
Coffee Instant Decaffeinated Pre-Lightened And Pre-Sweetened With Low Calorie Sweetener Reconstituted,Beverages,0.7,0.15,2.38,30.0
Coffee Mocha Instant Decaffeinated Pre-Lightened And Pre-Sweetened With Low Calorie Sweetener Reconstituted,Beverages,0.43,0.29,2.33,30.0
Coffee Pre-Lightened And Pre-Sweetened With Sugar,Beverages,0.68,0.15,5.12,31.0
Coffee Decaffeinated Pre-Lightened And Pre-Sweetened With Sugar,Beverages,0.68,0.14,5.13,31.0
Coffee Pre-Lightened And Pre-Sweetened With Low Calorie Sweetener,Beverages,0.7,0.15,2.37,30.0
Coffee Decaffeinated Pre-Lightened And Pre-Sweetened With Low Calorie Sweetener,Beverages,0.7,0.15,2.38,30.0
Coffee Pre-Lightened,Beverages,0.71,0.15,1.88,30.0
Coffee Decaffeinated Pre-Lightened,Beverages,0.71,0.15,1.89,30.0
Coffee Pre-Sweetened With Sugar,Beverages,0.0,0.1,3.98,31.0
Coffee Decaffeinated Pre-Sweetened With Sugar,Beverages,0.0,0.09,3.99,31.0
Coffee Pre-Sweetened With Low Calorie Sweetener,Beverages,0.0,0.1,1.13,30.0
Coffee Decaffeinated Pre-Sweetened With Low Calorie Sweetener,Beverages,0.0,0.1,1.14,30.0
Coffee Cappuccino,Beverages,1.03,1.68,2.7,30.0
Coffee Cappuccino Nonfat,Beverages,0.07,1.72,2.78,30.0
Coffee Cappuccino With Non-Dairy Milk,Beverages,0.67,0.79,3.2,30.0
Coffee Cappuccino Decaffeinated,Beverages,1.03,1.69,2.71,30.0
Coffee Cappuccino Decaffeinated Nonfat,Beverages,0.07,1.72,2.79,30.0
Coffee Cappuccino Decaffeinated With Non-Dairy Milk,Beverages,0.67,0.79,3.22,30.0
Coffee Bottled/canned Light,Beverages,0.72,1.25,5.89,30.0
Chicory Beverage,Beverages,0.0,0.22,1.42,30.0
Cereal Beverage,Beverages,0.03,0.08,1.0,30.0
Cereal Beverage With Beet Roots From Powdered Instant,Beverages,0.03,0.08,1.0,30.0
Corn Beverage,Beverages,0.21,0.84,9.4,30.0
Tea Hot Chai With Milk,Beverages,0.98,1.55,8.98,30.0
Iced Tea / Lemonade Juice Drink,Beverages,0.03,0.2,9.17,30.0
Iced Tea / Lemonade Juice Drink Light,Beverages,0.04,0.22,6.13,30.0
Iced Tea / Lemonade Juice Drink Diet,Beverages,0.0,0.0,0.57,30.0
Tea Iced Brewed Black Pre-Sweetened With Sugar,Beverages,0.0,0.0,7.97,31.0
Tea Iced Brewed Black Pre-Sweetened With Low Calorie Sweetener,Beverages,0.0,0.0,0.68,30.0
Tea Iced Brewed Black Decaffeinated Pre-Sweetened With Sugar,Beverages,0.0,0.0,7.97,31.0
Tea Iced Brewed Black Decaffeinated Pre-Sweetened With Low Calorie Sweetener,Beverages,0.0,0.0,0.68,30.0
Tea Iced Brewed Green Pre-Sweetened With Sugar,Beverages,0.0,0.2,7.69,31.0
Tea Iced Brewed Green Pre-Sweetened With Low Calorie Sweetener,Beverages,0.0,0.22,0.38,30.0
Tea Iced Brewed Green Decaffeinated Pre-Sweetened With Sugar,Beverages,0.0,0.0,7.69,31.0
Tea Iced Brewed Green Decaffeinated Pre-Sweetened With Low Calorie Sweetener,Beverages,0.0,0.0,0.38,30.0
Soft Drink Fruit Flavored Caffeine Containing,Beverages,0.0,0.0,12.83,31.0
Fruit Juice Drink Citrus Carbonated,Beverages,0.09,0.47,7.01,31.0
Fruit Juice Drink Noncitrus Carbonated,Beverages,0.08,0.23,8.35,31.0
Lemonade Fruit Flavored Drink,Beverages,0.07,0.0,6.55,31.0
Frozen Daiquiri Mix From Frozen Concentrate Reconstituted,Beverages,0.0,0.02,16.37,29.0
Pina Colada Nonalcoholic,Beverages,2.85,0.46,17.08,30.0
Fruit Flavored Smoothie Drink Frozen No Dairy,Beverages,0.0,0.0,7.6,30.0
Fruit Flavored Smoothie Drink Frozen Light No Dairy,Beverages,0.01,0.0,3.19,30.0
Fruit Flavored Drink With High Vitamin C Powdered Reconstituted,Beverages,0.0,0.0,10.45,31.0
Fruit Juice Drink Diet,Beverages,0.0,0.0,0.47,30.0
Grape Juice Drink Light,Beverages,0.05,0.13,5.17,30.0
Fruit Juice Drink Reduced Sugar (Sunny D),Beverages,0.0,0.0,0.95,31.0
Horchata Beverage Made With Water,Beverages,0.11,1.09,20.48,248.0
Horchata Beverage Made With Milk,Beverages,0.61,1.4,19.71,248.0
Oatmeal Beverage With Water,Beverages,0.12,0.25,10.64,31.0
Oatmeal Beverage With Milk,Beverages,1.57,1.69,15.59,248.0
Cornmeal Beverage,Beverages,1.52,1.64,16.4,248.0
Alcoholic Malt Beverage Higher Alcohol Sweetened,Beverages,0.0,0.0,8.86,30.0
Gelatin Shot Alcoholic,Beverages,0.0,1.54,17.87,42.0
Greyhound,Beverages,0.08,0.44,5.97,30.0
Jagerbomb,Beverages,0.08,0.34,18.07,30.0
Martini Flavored,Beverages,0.03,0.09,6.67,30.0
Orange Blossom,Beverages,0.09,0.5,10.27,30.0
Whiskey And Water,Beverages,0.0,0.0,0.0,30.0
Whiskey And Cola,Beverages,0.19,0.0,7.8,30.0
Whiskey And Diet Cola,Beverages,0.02,0.08,0.22,30.0
Whiskey And Ginger Ale,Beverages,0.0,0.0,6.59,30.0
Rum And Diet Cola,Beverages,0.02,0.08,0.22,30.0
Brandy And Cola,Beverages,0.19,0.0,7.8,30.0
Vodka And Soda,Beverages,0.0,0.0,0.0,30.0
Vodka And Lemonade,Beverages,0.0,0.0,9.02,30.0
Vodka And Cola,Beverages,0.19,0.0,7.8,30.0
Vodka And Diet Cola,Beverages,0.02,0.08,0.22,30.0
Vodka And Energy Drink,Beverages,0.0,0.35,7.7,30.0
Vodka And Water,Beverages,0.0,0.0,0.0,30.0
Vodka And Tonic,Beverages,0.0,0.0,6.57,30.0
Champagne Punch,Beverages,0.07,0.16,12.23,30.0
Irish Coffee,Beverages,2.41,0.27,2.03,30.0
Frozen Daiquiri,Beverages,0.07,0.07,17.66,30.0
Frozen Margarita,Beverages,0.08,0.08,16.06,30.0
Eggnog Alcoholic,Beverages,3.45,3.74,6.62,30.0
Rum Hot Buttered,Beverages,4.42,0.08,4.95,30.0
Sangria Red,Beverages,0.04,0.04,8.27,30.0
Sangria White,Beverages,0.04,0.04,8.26,30.0
Nutritional Drink Or Shake Ready-To-Drink (Carnation Instant Breakfast),Beverages,1.96,5.46,12.93,248.0
Nutritional Drink Or Shake Ready-To-Drink (Kellogg's Special K Protein),Beverages,1.6,3.2,9.2,32.0
Nutritional Drink Or Shake Ready-To-Drink (Muscle Milk),Beverages,2.01,5.87,2.06,256.0
Nutritional Drink Or Shake Ready-To-Drink Light (Muscle Milk),Beverages,1.15,4.78,2.1,256.0
Nutritional Drink Or Shake High Protein Ready-To-Drink (Slim Fast),Beverages,2.88,6.59,0.85,248.0
Nutritional Drink Or Shake High Protein Ready-To-Drink Nfs,Beverages,2.88,6.59,0.85,256.0
Fluid Replacement 5% Glucose In Water,Beverages,0.0,0.0,5.0,240.0
